,age,job,marital,education,balance,duration,campaign,previous,poutcome,default_cat,housing_cat,loan_cat,deposit_cat,recent_pdays
1852,23,technician,single,secondary,4,763,1,0,unknown,0,1,0,1,0.0001
1853,57,white-collar,married,secondary,6005,704,1,6,failure,0,1,0,1,0.0030959752321981426
1854,32,blue-collar,married,secondary,333,501,2,0,unknown,0,1,0,1,0.0001
1855,29,white-collar,single,tertiary,3041,606,3,0,unknown,0,1,0,1,0.0001
1856,42,white-collar,married,tertiary,4,579,2,1,success,0,1,0,1,0.003389830508474576
1857,47,blue-collar,divorced,primary,603,1080,1,0,unknown,0,1,1,1,0.0001
1858,36,white-collar,married,tertiary,0,308,3,0,unknown,0,1,0,1,0.0001
1859,57,white-collar,married,tertiary,830,662,1,1,success,0,1,1,1,0.0027247956403269754
1860,36,technician,single,tertiary,962,568,1,0,unknown,0,1,0,1,0.0001
1861,53,technician,single,tertiary,185,1448,2,0,unknown,0,1,0,1,0.0001
1862,56,blue-collar,divorced,primary,-9,728,1,0,unknown,0,1,1,1,0.0001
1863,33,white-collar,divorced,tertiary,891,398,2,0,unknown,0,0,0,1,0.0001
1864,59,other,married,tertiary,148,685,2,1,unknown,0,1,1,1,0.00273224043715847
1865,47,other,married,primary,1374,479,2,3,failure,0,0,1,1,0.002785515320334262
1866,42,white-collar,married,tertiary,-556,682,3,3,failure,0,1,1,1,0.002881844380403458
1867,38,self-employed,single,tertiary,1612,423,1,0,unknown,0,1,0,1,0.0001
1868,40,self-employed,married,secondary,0,657,1,0,unknown,0,1,0,1,0.0001
1869,41,white-collar,single,secondary,-109,1038,1,1,failure,0,1,1,1,0.002702702702702703
1870,43,white-collar,divorced,tertiary,580,1514,1,2,failure,0,1,0,1,0.0035211267605633804
1871,24,pink-collar,married,secondary,4500,733,2,0,unknown,0,1,0,1,0.0001
1872,40,pink-collar,married,secondary,-192,666,1,0,unknown,0,1,0,1,0.0001
1873,40,blue-collar,married,secondary,-438,1017,1,0,unknown,0,0,0,1,0.0001
1874,34,pink-collar,single,secondary,-701,610,2,0,unknown,0,1,0,1,0.0001
1875,36,white-collar,single,tertiary,1400,608,3,0,unknown,0,1,0,1,0.0001
1876,38,pink-collar,married,secondary,5293,475,1,6,failure,0,1,0,1,0.005847953216374269
1877,39,blue-collar,married,secondary,785,1232,2,0,unknown,0,1,0,1,0.0001
1878,25,other,single,primary,373,819,2,0,unknown,0,1,0,1,0.0001
1879,39,white-collar,married,tertiary,763,877,7,2,unknown,0,1,0,1,0.0033333333333333335
1880,41,blue-collar,married,secondary,1236,911,3,0,unknown,0,1,0,1,0.0001
1881,36,white-collar,divorced,secondary,-811,365,2,0,unknown,0,1,0,1,0.0001
1882,34,entrepreneur,married,primary,7279,882,1,0,unknown,0,1,0,1,0.0001
1883,34,white-collar,divorced,secondary,479,515,1,5,failure,0,1,0,1,0.002857142857142857
1884,38,pink-collar,single,primary,199,1203,1,1,failure,0,1,0,1,0.0032679738562091504
1885,40,blue-collar,married,secondary,1808,560,1,0,unknown,0,1,0,1,0.0001
1886,31,white-collar,married,secondary,2,703,4,0,unknown,0,1,1,1,0.0001
1887,37,blue-collar,married,primary,-106,690,1,0,unknown,0,1,1,1,0.0001
1888,58,entrepreneur,married,secondary,670,1272,1,0,unknown,0,1,0,1,0.0001
1889,48,pink-collar,divorced,secondary,-361,1062,3,3,unknown,0,1,0,1,0.0028653295128939827
1890,35,blue-collar,married,primary,159,826,1,0,unknown,0,1,1,1,0.0001
1891,34,white-collar,single,secondary,151,590,1,1,unknown,0,1,0,1,0.002702702702702703
1892,51,blue-collar,married,secondary,518,918,1,0,unknown,0,1,0,1,0.0001
1893,39,white-collar,single,tertiary,5073,1182,1,4,failure,0,1,0,1,0.0034965034965034965
1894,39,white-collar,married,secondary,607,454,2,3,failure,0,1,0,1,0.0027472527472527475
1895,36,blue-collar,divorced,primary,-308,725,1,0,unknown,0,1,0,1,0.0001
1896,47,pink-collar,married,secondary,367,309,1,4,success,0,1,0,1,0.0032679738562091504
1897,35,blue-collar,single,secondary,855,549,1,1,success,0,1,0,1,0.0033333333333333335
1898,33,blue-collar,married,secondary,1240,844,1,0,unknown,0,1,0,1,0.0001
1899,47,white-collar,married,secondary,663,409,1,6,unknown,0,1,1,1,0.0036496350364963502
1900,38,pink-collar,single,secondary,895,1531,1,0,unknown,0,1,0,1,0.0001
1901,46,blue-collar,married,primary,804,1063,2,1,success,0,1,0,1,0.002770083102493075
1902,42,blue-collar,married,primary,-407,829,7,0,unknown,0,1,1,1,0.0001
1903,47,blue-collar,married,secondary,802,289,2,0,unknown,0,1,1,1,0.0001
1904,37,white-collar,single,primary,912,637,3,22,unknown,0,1,0,1,0.003048780487804878
1905,31,white-collar,single,tertiary,355,609,1,0,unknown,0,1,0,1,0.0001
1906,46,technician,married,secondary,3,614,3,0,unknown,0,1,1,1,0.0001
1907,36,pink-collar,single,secondary,0,398,6,0,unknown,0,1,0,1,0.0001
1908,40,pink-collar,married,secondary,1836,750,2,0,unknown,0,1,0,1,0.0001
1909,39,white-collar,married,tertiary,1425,775,3,0,unknown,0,1,0,1,0.0001
1910,45,self-employed,divorced,tertiary,963,528,5,0,unknown,0,1,0,1,0.0001
1911,59,white-collar,married,secondary,145,556,2,13,success,0,1,0,1,0.003484320557491289
1912,34,blue-collar,married,secondary,634,737,3,0,unknown,0,0,1,1,0.0001
1913,40,blue-collar,married,unknown,87,477,3,0,unknown,0,1,0,1,0.0001
1914,50,blue-collar,married,primary,-522,863,3,0,unknown,0,1,0,1,0.0001
1915,36,blue-collar,married,primary,319,774,2,1,failure,0,1,0,1,0.0033222591362126247
1916,35,white-collar,single,secondary,0,1073,1,0,unknown,0,1,0,1,0.0001
1917,36,blue-collar,single,secondary,478,610,1,0,unknown,0,1,0,1,0.0001
1918,35,blue-collar,single,primary,-276,850,1,0,unknown,0,1,0,1,0.0001
1919,47,blue-collar,married,primary,4227,659,1,0,unknown,0,1,0,1,0.0001
1920,47,pink-collar,single,primary,2785,570,1,0,unknown,0,1,0,1,0.0001
1921,38,blue-collar,married,primary,1401,516,1,0,unknown,0,0,0,1,0.0001
1922,33,white-collar,single,tertiary,0,585,1,0,unknown,0,1,0,1,0.0001
1923,38,blue-collar,married,primary,1852,606,1,0,unknown,0,1,0,1,0.0001
1924,39,blue-collar,married,secondary,462,590,1,0,unknown,0,1,0,1,0.0001
1925,43,pink-collar,single,primary,800,902,1,0,unknown,0,1,0,1,0.0001
1926,33,technician,married,secondary,221,669,1,4,failure,0,1,0,1,0.0028169014084507044
1927,34,blue-collar,married,secondary,1089,394,3,0,unknown,0,1,0,1,0.0001
1928,28,white-collar,divorced,secondary,451,302,1,1,success,0,1,0,1,0.0033222591362126247
1929,34,blue-collar,married,secondary,496,333,1,0,unknown,0,1,0,1,0.0001
1930,42,blue-collar,single,secondary,1080,951,3,4,failure,0,1,1,1,0.002702702702702703
1931,33,white-collar,married,tertiary,1064,562,1,0,unknown,0,1,0,1,0.0001
1932,39,white-collar,married,tertiary,297,734,2,0,unknown,0,1,0,1,0.0001
1933,32,white-collar,single,tertiary,3,568,1,0,unknown,0,1,0,1,0.0001
1934,34,white-collar,single,tertiary,76,747,2,3,failure,0,1,0,1,0.0026954177897574125
1935,32,blue-collar,single,primary,398,716,1,0,unknown,0,1,0,1,0.0001
1936,48,white-collar,divorced,secondary,83,1101,1,0,unknown,0,1,0,1,0.0001
1937,31,white-collar,married,secondary,879,394,1,0,unknown,0,1,0,1,0.0001
1938,33,pink-collar,married,secondary,210,1207,2,0,unknown,0,1,0,1,0.0001
1939,48,pink-collar,divorced,secondary,-276,674,1,0,unknown,0,1,1,1,0.0001
1940,33,blue-collar,single,primary,863,622,3,0,unknown,0,1,0,1,0.0001
1941,30,other,single,tertiary,228,314,2,0,unknown,0,1,0,1,0.0001
1942,35,white-collar,single,tertiary,1396,809,1,1,failure,0,1,0,1,0.0033333333333333335
1943,51,blue-collar,divorced,primary,-19,829,1,11,failure,0,1,0,1,0.0033783783783783786
1944,38,pink-collar,single,secondary,2253,937,3,0,unknown,0,1,0,1,0.0001
1945,39,blue-collar,single,primary,0,1975,5,0,unknown,0,1,1,1,0.0001
1946,27,blue-collar,single,primary,265,1119,2,0,unknown,0,1,0,1,0.0001
1947,50,technician,divorced,secondary,-54,698,2,1,failure,0,1,1,1,0.003424657534246575
1948,34,white-collar,single,tertiary,3821,649,2,0,unknown,0,1,0,1,0.0001
1949,38,blue-collar,divorced,primary,0,531,2,0,unknown,0,1,0,1,0.0001
1950,29,pink-collar,divorced,secondary,-7,1279,3,0,unknown,0,1,0,1,0.0001
1951,40,blue-collar,married,primary,830,873,3,2,failure,0,1,0,1,0.002702702702702703
1952,32,technician,single,tertiary,0,440,2,0,unknown,0,1,1,1,0.0001
1953,38,blue-collar,married,primary,4406,689,2,0,unknown,0,1,0,1,0.0001
1954,36,white-collar,divorced,secondary,437,722,2,1,success,0,1,0,1,0.0029069767441860465
1955,28,blue-collar,single,primary,54,533,1,1,unknown,0,1,0,1,0.0026954177897574125
1956,49,blue-collar,married,secondary,-454,558,1,0,unknown,0,1,0,1,0.0001
1957,26,blue-collar,single,secondary,1006,667,1,0,unknown,0,1,0,1,0.0001
1958,44,white-collar,divorced,secondary,2999,717,1,0,unknown,0,1,0,1,0.0001
1959,49,white-collar,married,tertiary,85,590,5,1,unknown,0,1,0,1,0.002785515320334262
1960,31,self-employed,single,tertiary,17924,745,1,3,failure,0,1,0,1,0.005747126436781609
1961,55,blue-collar,divorced,primary,8180,854,2,1,failure,0,0,0,1,0.002777777777777778
1962,32,white-collar,married,tertiary,2431,646,5,0,unknown,0,1,0,1,0.0001
1963,35,pink-collar,married,secondary,341,345,1,0,unknown,0,1,0,1,0.0001
1964,35,blue-collar,single,secondary,4963,456,1,1,failure,0,1,0,1,0.0033333333333333335
1965,31,white-collar,married,secondary,8781,680,1,1,success,0,1,0,1,0.005649717514124294
1966,28,white-collar,divorced,secondary,-504,578,1,0,unknown,0,1,1,1,0.0001
1967,39,white-collar,married,tertiary,1738,633,1,1,unknown,0,1,0,1,0.002793296089385475
1968,48,blue-collar,married,primary,214,307,1,2,failure,0,1,1,1,0.005649717514124294
1969,32,white-collar,married,secondary,684,607,3,0,unknown,0,1,0,1,0.0001
1970,41,blue-collar,married,secondary,580,874,1,1,failure,0,1,0,1,0.0027548209366391185
1971,34,white-collar,married,tertiary,273,492,1,2,failure,0,1,0,1,0.005714285714285714
1972,32,blue-collar,single,secondary,811,563,1,0,unknown,0,1,0,1,0.0001
1973,34,white-collar,married,primary,0,1020,1,0,unknown,0,1,1,1,0.0001
1974,36,self-employed,divorced,tertiary,1354,1723,1,2,success,0,1,0,1,0.0028089887640449437
1975,29,white-collar,divorced,secondary,-254,406,2,0,unknown,0,1,0,1,0.0001
1976,54,white-collar,divorced,tertiary,-449,691,1,0,unknown,0,1,0,1,0.0001
1977,29,blue-collar,married,secondary,7863,1129,1,0,unknown,0,1,0,1,0.0001
1978,35,blue-collar,divorced,secondary,336,191,1,2,failure,0,1,0,1,0.002890173410404624
1979,36,blue-collar,married,secondary,1049,224,4,0,unknown,0,1,0,1,0.0001
1980,37,pink-collar,married,secondary,6089,616,2,0,unknown,0,1,0,1,0.0001
1981,37,white-collar,divorced,tertiary,-42,668,2,0,unknown,0,1,0,1,0.0001
1982,31,blue-collar,single,secondary,953,479,1,2,success,0,1,0,1,0.002890173410404624
1983,33,white-collar,single,secondary,315,888,3,0,unknown,0,1,1,1,0.0001
1984,59,other,divorced,secondary,5845,1060,2,0,unknown,0,0,0,1,0.0001
1985,30,blue-collar,married,secondary,378,566,2,0,unknown,0,1,0,1,0.0001
1986,53,pink-collar,divorced,secondary,765,959,3,7,unknown,0,1,0,1,0.005747126436781609
1987,26,blue-collar,married,secondary,5795,1094,2,0,unknown,0,1,0,1,0.0001
1988,30,white-collar,single,secondary,315,884,3,4,failure,0,1,0,1,0.002890173410404624
1989,35,white-collar,single,tertiary,916,460,2,0,unknown,0,1,0,1,0.0001
1990,34,white-collar,married,secondary,124,604,4,2,unknown,0,1,0,1,0.00273224043715847
1991,33,pink-collar,married,secondary,207,629,4,0,unknown,0,1,0,1,0.0001
1992,59,other,married,tertiary,422,647,4,0,unknown,0,1,0,1,0.0001
1993,36,technician,single,secondary,125,676,3,0,unknown,0,1,0,1,0.0001
1994,34,pink-collar,single,secondary,2,153,2,0,unknown,0,1,0,1,0.0001
1995,39,pink-collar,single,secondary,7066,667,3,3,unknown,0,1,0,1,0.0028011204481792717
1996,42,pink-collar,married,secondary,146,670,4,1,failure,0,1,1,1,0.002890173410404624
1997,60,other,divorced,secondary,496,655,2,0,unknown,0,1,0,1,0.0001
1998,56,pink-collar,single,secondary,-40,311,1,2,failure,0,1,0,1,0.002717391304347826
1999,30,pink-collar,single,secondary,140,760,1,0,unknown,0,1,0,1,0.0001
2000,26,pink-collar,married,secondary,77,619,1,4,failure,0,1,0,1,0.0029411764705882353
2001,35,blue-collar,married,primary,22,1190,2,2,unknown,0,1,0,1,0.0033112582781456954
2002,22,blue-collar,single,secondary,-51,859,1,0,unknown,0,1,0,1,0.0001
2003,26,blue-collar,single,secondary,26,899,1,0,unknown,0,1,1,1,0.0001
2004,28,white-collar,single,secondary,154,536,1,1,unknown,0,1,0,1,0.0027472527472527475
2005,35,white-collar,divorced,secondary,534,669,1,3,failure,0,0,0,1,0.003205128205128205
2006,35,pink-collar,married,tertiary,1265,326,5,4,failure,0,1,0,1,0.00558659217877095
2007,55,technician,married,tertiary,-466,901,1,0,unknown,0,1,0,1,0.0001
2008,32,pink-collar,married,secondary,38,744,1,0,unknown,0,1,0,1,0.0001
2009,28,white-collar,single,secondary,703,485,1,1,unknown,0,1,0,1,0.011363636363636364
2010,31,white-collar,married,secondary,685,552,1,3,failure,0,1,0,1,0.00303951367781155
2011,23,blue-collar,single,secondary,780,416,1,0,unknown,0,1,0,1,0.0001
2012,26,technician,single,tertiary,-67,637,1,0,unknown,0,1,0,1,0.0001
2013,46,blue-collar,married,primary,1085,523,2,58,unknown,0,1,1,1,0.0028328611898017
2014,34,blue-collar,married,secondary,29,285,5,0,unknown,0,1,0,1,0.0001
2015,60,white-collar,single,tertiary,560,730,5,0,unknown,0,0,0,1,0.0001
2016,28,other,single,tertiary,22,536,2,0,unknown,0,1,0,1,0.0001
2017,29,pink-collar,married,secondary,6567,792,2,1,failure,0,1,0,1,0.003355704697986577
2018,39,entrepreneur,married,secondary,2139,576,4,1,failure,0,1,0,1,0.0026954177897574125
2019,54,other,married,secondary,582,693,5,2,failure,0,1,0,1,0.002688172043010753
2020,34,technician,single,secondary,194,1015,1,0,unknown,0,1,1,1,0.0001
2021,27,pink-collar,single,secondary,353,663,1,0,unknown,0,1,0,1,0.0001
2022,28,pink-collar,single,secondary,341,437,3,3,unknown,0,1,0,1,0.002881844380403458
2023,39,entrepreneur,married,tertiary,-172,562,2,0,unknown,1,1,0,1,0.0001
2024,60,other,divorced,secondary,-639,585,1,0,unknown,0,1,0,1,0.0001
2025,26,other,single,secondary,864,659,1,0,unknown,0,1,0,1,0.0001
2026,32,white-collar,married,secondary,134,532,3,0,unknown,0,1,1,1,0.0001
2027,40,white-collar,single,secondary,50,837,1,0,unknown,0,0,0,1,0.0001
2028,25,white-collar,single,secondary,507,832,1,3,failure,0,1,0,1,0.0027247956403269754
2029,48,blue-collar,married,secondary,480,830,1,2,failure,0,1,0,1,0.002840909090909091
2030,37,entrepreneur,single,secondary,-22,317,1,0,unknown,0,1,0,1,0.0001
2031,39,white-collar,divorced,secondary,878,611,5,0,unknown,0,1,0,1,0.0001
2032,40,white-collar,married,secondary,2574,432,1,1,failure,0,1,0,1,0.005681818181818182
2033,31,white-collar,single,tertiary,2734,858,3,0,unknown,0,1,0,1,0.0001
2034,42,white-collar,divorced,secondary,241,1012,3,0,unknown,0,1,0,1,0.0001
2035,51,blue-collar,married,primary,129,611,2,0,unknown,0,1,0,1,0.0001
2036,28,white-collar,single,tertiary,41,885,3,2,unknown,0,1,0,1,0.002840909090909091
2037,32,white-collar,married,tertiary,3387,1111,5,0,unknown,0,1,0,1,0.0001
2038,36,white-collar,single,secondary,148,1357,4,2,failure,0,1,0,1,0.00267379679144385
2039,36,blue-collar,married,secondary,249,709,5,0,unknown,0,1,0,1,0.0001
2040,38,self-employed,single,tertiary,5774,406,4,5,unknown,0,1,0,1,0.002785515320334262
2041,36,pink-collar,single,secondary,0,1002,4,0,unknown,0,1,0,1,0.0001
2042,40,blue-collar,married,primary,1841,880,4,0,unknown,0,1,0,1,0.0001
2043,37,blue-collar,married,primary,2120,655,3,4,failure,0,1,0,1,0.005714285714285714
2044,51,white-collar,single,tertiary,297,415,4,1,failure,0,1,0,1,0.0026666666666666666
2045,34,pink-collar,divorced,secondary,89,1871,4,0,unknown,0,1,0,1,0.0001
2046,56,blue-collar,married,primary,827,462,4,0,unknown,0,1,0,1,0.0001
2047,35,blue-collar,married,secondary,205,1313,7,1,failure,0,1,1,1,0.003205128205128205
2048,34,technician,married,tertiary,3743,722,4,0,unknown,0,1,0,1,0.0001
2049,39,pink-collar,married,secondary,117,1032,2,0,unknown,0,1,0,1,0.0001
2050,29,blue-collar,married,secondary,-493,536,2,4,failure,0,1,0,1,0.0029940119760479044
2051,33,white-collar,single,tertiary,62,473,3,0,unknown,0,1,0,1,0.0001
2052,40,white-collar,single,secondary,2040,906,2,2,failure,0,1,0,1,0.002857142857142857
2053,22,pink-collar,single,secondary,344,347,1,0,unknown,0,1,0,1,0.0001
2054,32,technician,single,secondary,230,442,1,8,failure,0,1,0,1,0.0037593984962406013
2055,33,white-collar,single,secondary,1277,827,1,0,unknown,0,1,0,1,0.0001
2056,29,blue-collar,married,secondary,104,903,4,0,unknown,0,1,0,1,0.0001
2057,29,technician,single,secondary,706,1340,1,0,unknown,0,1,0,1,0.0001
2058,24,blue-collar,single,secondary,174,487,1,0,unknown,0,1,1,1,0.0001
2059,31,blue-collar,single,secondary,239,666,1,1,success,0,1,0,1,0.002777777777777778
2060,27,blue-collar,single,secondary,513,351,1,0,unknown,0,1,1,1,0.0001
2061,32,white-collar,single,tertiary,7290,357,1,0,unknown,0,1,0,1,0.0001
2062,30,blue-collar,single,secondary,5909,420,2,0,unknown,0,1,0,1,0.0001
2063,27,pink-collar,single,secondary,-195,391,1,0,unknown,0,1,0,1,0.0001
2064,55,blue-collar,married,secondary,3917,565,1,0,unknown,0,1,0,1,0.0001
2065,28,white-collar,single,secondary,352,431,1,0,unknown,0,1,1,1,0.0001
2066,29,technician,single,tertiary,615,373,1,0,unknown,0,1,0,1,0.0001
2067,55,other,divorced,tertiary,0,616,1,1,success,0,0,0,1,0.002702702702702703
2068,25,blue-collar,single,secondary,217,504,1,0,unknown,0,1,0,1,0.0001
2069,36,pink-collar,single,secondary,1015,1008,1,2,success,0,1,0,1,0.002881844380403458
2070,27,blue-collar,married,unknown,409,525,1,0,unknown,0,1,0,1,0.0001
2071,25,pink-collar,single,secondary,1119,1063,1,0,unknown,0,1,0,1,0.0001
2072,32,blue-collar,single,primary,12198,178,1,0,unknown,0,1,0,1,0.0001
2073,33,white-collar,single,tertiary,235,525,1,0,unknown,0,1,0,1,0.0001
2074,38,entrepreneur,married,tertiary,170,442,1,0,unknown,0,1,0,1,0.0001
2075,45,technician,divorced,secondary,-357,618,1,2,failure,0,1,1,1,0.0028169014084507044
2076,30,blue-collar,single,secondary,2145,727,2,0,unknown,0,1,0,1,0.0001
2077,32,blue-collar,married,primary,-454,801,5,2,failure,0,1,1,1,0.0028169014084507044
2078,26,blue-collar,single,primary,-887,827,2,0,unknown,0,1,0,1,0.0001
2079,25,blue-collar,single,primary,292,1027,2,0,unknown,0,1,1,1,0.0001
2080,33,blue-collar,married,secondary,139,732,2,5,failure,0,1,1,1,0.003436426116838488
2081,32,technician,single,tertiary,2684,542,2,0,unknown,0,1,0,1,0.0001
2082,34,blue-collar,married,primary,-1,1057,6,1,unknown,0,1,0,1,0.0028169014084507044
2083,29,white-collar,married,tertiary,1387,256,2,0,unknown,0,1,0,1,0.0001
2084,28,self-employed,married,secondary,-522,638,2,0,unknown,0,1,1,1,0.0001
2085,38,technician,single,secondary,-242,1173,3,6,success,0,1,0,1,0.0035971223021582736
2086,35,pink-collar,single,secondary,719,1359,3,3,failure,0,1,0,1,0.002717391304347826
2087,28,white-collar,single,secondary,0,390,5,0,unknown,0,1,1,1,0.0001
2088,29,other,single,tertiary,497,642,3,6,success,0,1,0,1,0.003355704697986577
2089,20,blue-collar,single,secondary,76,639,2,0,unknown,0,1,0,1,0.0001
2090,45,white-collar,divorced,secondary,397,582,1,2,success,0,1,1,1,0.010526315789473684
2091,37,white-collar,married,tertiary,3723,354,1,0,unknown,0,0,0,1,0.0001
2092,32,technician,single,tertiary,1625,796,1,1,failure,0,0,0,1,0.009174311926605505
2093,59,white-collar,married,secondary,106,186,1,0,unknown,0,0,0,1,0.0001
2094,37,pink-collar,married,secondary,1543,298,1,6,failure,0,1,0,1,0.1
2095,59,white-collar,married,tertiary,2239,431,1,0,unknown,0,0,0,1,0.0001
2096,27,technician,divorced,secondary,1977,449,1,0,unknown,0,1,0,1,0.0001
2097,39,white-collar,single,tertiary,0,271,1,3,success,0,1,0,1,0.010752688172043012
2098,43,pink-collar,married,secondary,2145,271,1,3,failure,0,0,0,1,0.00546448087431694
2099,39,technician,married,secondary,116,554,2,0,unknown,0,0,0,1,0.0001
2100,26,other,single,secondary,620,223,1,1,success,0,0,0,1,0.010638297872340425
2101,39,white-collar,single,tertiary,307,182,2,0,unknown,0,0,0,1,0.0001
2102,43,white-collar,divorced,unknown,7702,460,1,2,success,0,0,0,1,0.010526315789473684
2103,27,other,single,tertiary,3733,198,1,6,success,0,1,0,1,0.01020408163265306
2104,32,pink-collar,single,secondary,3993,148,2,0,unknown,0,0,0,1,0.0001
2105,29,white-collar,single,tertiary,428,293,2,0,unknown,0,0,0,1,0.0001
2106,42,white-collar,married,primary,5310,545,2,1,success,0,1,0,1,0.005376344086021506
2107,53,blue-collar,married,unknown,2509,231,2,0,unknown,0,0,0,1,0.0001
2108,36,white-collar,married,tertiary,255,970,2,2,unknown,0,0,0,1,0.010869565217391304
2109,27,white-collar,single,tertiary,616,685,1,1,unknown,0,1,0,1,0.009900990099009901
2110,43,white-collar,single,secondary,733,282,1,3,success,0,1,0,1,0.0053475935828877
2111,60,other,divorced,tertiary,439,464,1,1,failure,0,0,1,1,0.003115264797507788
2112,29,technician,single,secondary,590,124,1,0,unknown,0,0,0,1,0.0001
2113,26,blue-collar,single,tertiary,567,421,1,0,unknown,0,0,0,1,0.0001
2114,26,other,single,unknown,689,678,2,0,unknown,0,0,0,1,0.0001
2115,28,technician,single,tertiary,386,867,1,0,unknown,0,0,0,1,0.0001
2116,28,technician,single,tertiary,0,269,1,2,failure,0,1,0,1,0.025
2117,28,white-collar,single,tertiary,957,915,2,0,unknown,0,0,0,1,0.0001
2118,40,technician,married,secondary,312,612,7,0,unknown,0,0,0,1,0.0001
2119,24,blue-collar,single,secondary,167,288,1,2,success,0,0,1,1,0.010416666666666666
2120,56,other,divorced,tertiary,13094,1064,1,0,unknown,0,0,0,1,0.0001
2121,34,white-collar,single,tertiary,5086,213,4,0,unknown,0,0,0,1,0.0001
2122,28,white-collar,single,secondary,707,226,1,0,unknown,0,1,0,1,0.0001
2123,37,pink-collar,married,secondary,466,377,1,0,unknown,0,1,1,1,0.0001
2124,32,pink-collar,single,secondary,152,158,2,0,unknown,0,1,0,1,0.0001
2125,43,technician,divorced,secondary,1612,262,2,1,unknown,0,0,0,1,0.0028328611898017
2126,36,technician,married,tertiary,911,117,2,3,failure,0,1,1,1,0.047619047619047616
2127,35,technician,single,secondary,27,214,1,1,unknown,0,1,0,1,0.003278688524590164
2128,29,technician,single,secondary,6,315,1,0,unknown,0,0,0,1,0.0001
2129,27,other,single,secondary,253,242,2,0,unknown,0,0,0,1,0.0001
2130,32,technician,single,tertiary,705,414,2,4,failure,0,1,0,1,0.02857142857142857
2131,33,technician,single,tertiary,109,601,2,7,failure,0,1,1,1,0.1
2132,24,other,single,secondary,23878,133,1,1,success,0,0,0,1,0.010309278350515464
2133,58,technician,married,secondary,3399,1078,1,7,unknown,0,0,0,1,0.010309278350515464
2134,43,white-collar,married,tertiary,79,640,1,0,unknown,0,0,0,1,0.0001
2135,26,white-collar,married,tertiary,243,482,1,0,unknown,0,0,0,1,0.0001
2136,31,technician,single,secondary,138,91,1,2,unknown,0,0,0,1,0.0035087719298245615
2137,25,white-collar,single,tertiary,1317,176,1,0,unknown,0,0,0,1,0.0001
2138,58,other,married,secondary,2714,165,1,2,failure,0,0,0,1,0.003484320557491289
2139,48,white-collar,divorced,tertiary,17964,208,2,3,unknown,0,1,0,1,0.010416666666666666
2140,60,other,married,tertiary,846,1346,1,0,unknown,0,0,0,1,0.0001
2141,25,other,single,tertiary,326,390,1,0,unknown,0,0,0,1,0.0001
2142,26,other,single,secondary,100,445,1,0,unknown,0,0,0,1,0.0001
2143,25,other,single,secondary,304,226,2,0,unknown,0,0,0,1,0.0001
2144,26,other,single,tertiary,39,396,3,0,unknown,0,0,0,1,0.0001
2145,32,white-collar,single,tertiary,312,208,2,2,success,0,0,0,1,0.01020408163265306
2146,25,white-collar,married,tertiary,906,253,1,0,unknown,0,0,0,1,0.0001
2147,21,white-collar,single,secondary,524,185,1,0,unknown,0,0,0,1,0.0001
2148,41,self-employed,single,tertiary,1081,229,3,0,unknown,0,0,0,1,0.0001
2149,30,white-collar,single,secondary,983,189,2,0,unknown,0,1,0,1,0.0001
2150,47,white-collar,divorced,secondary,2232,439,1,1,success,0,0,0,1,0.009708737864077669
2151,37,white-collar,married,secondary,1967,242,1,1,success,0,0,0,1,0.0047169811320754715
2152,34,white-collar,married,secondary,1406,145,1,0,unknown,0,1,0,1,0.0001
2153,28,white-collar,single,secondary,157,155,3,0,unknown,0,0,0,1,0.0001
2154,24,white-collar,single,tertiary,0,122,2,0,unknown,0,1,0,1,0.0001
2155,26,white-collar,single,secondary,2509,776,3,3,success,0,0,0,1,0.010309278350515464
2156,35,technician,married,secondary,1368,329,1,2,unknown,0,0,0,1,0.024390243902439025
2157,54,other,divorced,tertiary,3076,367,2,0,unknown,0,0,0,1,0.0001
2158,44,white-collar,married,tertiary,7818,412,1,0,unknown,0,0,0,1,0.0001
2159,56,white-collar,single,secondary,4118,165,1,0,unknown,0,0,0,1,0.0001
2160,25,white-collar,single,tertiary,760,223,3,2,failure,0,1,0,1,0.011235955056179775
2161,25,other,single,unknown,277,311,2,0,unknown,0,0,0,1,0.0001
2162,50,white-collar,married,tertiary,253,513,9,0,unknown,0,0,0,1,0.0001
2163,55,white-collar,married,secondary,602,324,3,2,success,0,0,0,1,0.011111111111111112
2164,57,white-collar,married,tertiary,473,295,1,0,unknown,0,0,0,1,0.0001
2165,48,white-collar,married,tertiary,1167,264,1,0,unknown,0,1,1,1,0.0001
2166,25,other,single,tertiary,343,377,1,0,unknown,0,0,0,1,0.0001
2167,49,white-collar,married,tertiary,1808,205,1,1,success,0,1,0,1,0.010526315789473684
2168,25,technician,single,secondary,1199,287,1,0,unknown,0,0,0,1,0.0001
2169,38,pink-collar,divorced,secondary,70,263,1,0,unknown,0,0,0,1,0.0001
2170,45,blue-collar,married,secondary,1723,166,2,0,unknown,0,0,0,1,0.0001
2171,33,white-collar,married,tertiary,1323,327,1,0,unknown,0,0,0,1,0.0001
2172,45,white-collar,married,tertiary,2552,69,1,7,failure,0,0,0,1,0.0034129692832764505
2173,26,white-collar,single,secondary,2613,326,1,0,unknown,0,0,0,1,0.0001
2174,49,white-collar,married,secondary,0,1460,1,0,unknown,0,0,0,1,0.0001
